87322542	1807	5	1	40339	577/1804/19	"2020-01-30 00:00:00+02"	"2020-02-04 00:00:00+02"	"Буток Т. А."	http://od.reyestr.court.gov.ua/files/43/4587c359e27b2d0de7487720a943398c.rtf	1	"2020-02-05 00:00:00+02"
87322521	1807	5	1	40377	577/200/20	"2020-02-03 00:00:00+02"	"2020-02-04 00:00:00+02"	"Гетьман В. В."	http://od.reyestr.court.gov.ua/files/43/d622cef8275f43fb18178a4a84ac6f54.rtf	1	"2020-02-05 00:00:00+02"
87333187	4818	5	1		646/7033/17	"2020-02-03 00:00:00+02"	"2020-02-04 00:00:00+02"	"Бурлака І. В."	http://od.reyestr.court.gov.ua/files/43/a6c5f7151b7ffbd9bd0ac864f4271e92.rtf	1	"2020-02-05 00:00:00+02"
87335846	5005	5	3		904/550/20	"2020-02-04 00:00:00+02"	"2020-02-04 00:00:00+02"	"Ярошенко Вікторія Ігорівна"	http://od.reyestr.court.gov.ua/files/43/87524f2440ea32aa6f8004c18f37789d.rtf	1	"2020-02-05 00:00:00+02"
87335835	5005	5	3	12767	904/6207/19	"2020-02-04 00:00:00+02"	"2020-02-04 00:00:00+02"	"Золотарьова Яна Сергіївна"	http://od.reyestr.court.gov.ua/files/43/d6dbf6c9ab02345a84f896aef8511d14.rtf	1	"2020-02-05 00:00:00+02"
87335806	5005	5	3		904/586/20	"2020-02-04 00:00:00+02"	"2020-02-04 00:00:00+02"	"Красота Олександр Іванович"	http://od.reyestr.court.gov.ua/files/43/23cec462d5fb759c35f98b124d1f62b9.rtf	1	"2020-02-05 00:00:00+02"
87333197	4818	5	1	41457	640/3452/19	"2020-01-31 00:00:00+02"	"2020-02-04 00:00:00+02"	"Сащенко І. С."	http://od.reyestr.court.gov.ua/files/43/6ffe86f813096a82946d81934e81f962.rtf	1	"2020-02-05 00:00:00+02"
87335779	5005	5	3	13068	904/185/20	"2020-02-04 00:00:00+02"	"2020-02-04 00:00:00+02"	"Новікова Рита Георгіївна"	http://od.reyestr.court.gov.ua/files/43/5997fe9976ba814d7f992fff226a6864.rtf	1	"2020-02-05 00:00:00+02"
87335761	5004	5	3	4069	903/962/19	"2020-02-04 00:00:00+02"	"2020-02-04 00:00:00+02"	"Гарбар Ігор Олексійович"	http://od.reyestr.court.gov.ua/files/43/c5174b4bdd43c51fe8def7eaef683c87.rtf	1	"2020-02-05 00:00:00+02"
87335760	5005	5	3	4069	904/3015/19	"2020-02-03 00:00:00+02"	"2020-02-04 00:00:00+02"	"Ніколенко Михайло Олександрович"	http://od.reyestr.court.gov.ua/files/43/79932092089436aedb0b2d0dce1cbdc9.rtf	1	"2020-02-05 00:00:00+02"
87335717	5003	5	3	13086	902/59/20	"2020-02-03 00:00:00+02"	"2020-02-04 00:00:00+02"	"Яремчук Ю.О."	http://od.reyestr.court.gov.ua/files/43/946539b3bbf55cdbe89e3b5130e0db88.rtf	1	"2020-02-05 00:00:00+02"
87335701	4876	5	3	4068	904/3692/18	"2020-02-04 00:00:00+02"	"2020-02-04 00:00:00+02"	"Чус Оксана Володимирівна"	http://od.reyestr.court.gov.ua/files/43/297efebeb6aeff48789af16411dc6b2c.rtf	1	"2020-02-05 00:00:00+02"
87335698	4876	5	3	11989	908/710/19	"2020-02-04 00:00:00+02"	"2020-02-04 00:00:00+02"	"Чус Оксана Володимирівна"	http://od.reyestr.court.gov.ua/files/43/370a466f9adbed4b60190a95e151db50.rtf	1	"2020-02-05 00:00:00+02"
87335692	4876	5	3	12205	912/1239/19	"2020-02-04 00:00:00+02"	"2020-02-04 00:00:00+02"	"Подобєд Ігор Миколайович"	http://od.reyestr.court.gov.ua/files/43/83644a41c2c6ba8a0b13cf162665f6b4.rtf	1	"2020-02-05 00:00:00+02"
87332345	4803	5	2	40932	197/52/20	"2020-01-31 00:00:00+02"	"2020-02-04 00:00:00+02"	"Коваленко В. Д."	http://od.reyestr.court.gov.ua/files/43/c580b7ebf1f3c9027ba7fc5902254084.rtf	1	"2020-02-05 00:00:00+02"
87335663	4876	5	3	4006	904/7195/17	"2020-02-04 00:00:00+02"	"2020-02-04 00:00:00+02"	"Чус Оксана Володимирівна"	http://od.reyestr.court.gov.ua/files/43/a907827162810af8b313da47f4bb619c.rtf	1	"2020-02-05 00:00:00+02"
87335655	5003	5	3	13100	10/189-09	"2020-02-04 00:00:00+02"	"2020-02-04 00:00:00+02"	"Тісецький С.С."	http://od.reyestr.court.gov.ua/files/43/3220ecf88b16cd69638ee562b8972c49.rtf	1	"2020-02-05 00:00:00+02"
